"rules","support","confidence","lift"
"{Four to Score,Three To Get Deadly : A Stephanie Plum Novel,Two for the Dough} => {High Five}",0.00244965949732987,0.909090909090909,170.23352793995
"{Hard Eight : A Stephanie Plum Novel,Three To Get Deadly : A Stephanie Plum Novel} => {High Five}",0.00213120376267699,0.90625,169.701548165138
"{Four to Score,Hot Six : A Stephanie Plum Novel} => {High Five}",0.00242516290235657,0.9,168.53119266055
"{High Five,Seven Up,Three To Get Deadly : A Stephanie Plum Novel,Two for the Dough} => {Four to Score}",0.00205771397775709,0.96551724137931,167.720616287601
"{Four to Score,One for the Money,Three To Get Deadly : A Stephanie Plum Novel} => {High Five}",0.00230267992749008,0.895238095238095,167.639493228484
"{Four to Score,High Five,Seven Up,Two for the Dough} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00205771397775709,0.988235294117647,165.335004821601
"{Hot Six : A Stephanie Plum Novel,One for the Money} => {High Five}",0.00225368673754348,0.867924528301887,162.524839882292
"{Seven Up,Three To Get Deadly : A Stephanie Plum Novel,Two for the Dough} => {Four to Score}",0.00213120376267699,0.935483870967742,162.503500343171
"{Four to Score,High Five,One for the Money,Two for the Dough} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00208221057273039,0.965909090909091,161.599757824143
"{Four to Score,One for the Money,Two for the Dough} => {High Five}",0.00215570035765029,0.862745098039216,161.554955927325
"{High Five,Seven Up,Three To Get Deadly : A Stephanie Plum Novel} => {Four to Score}",0.00225368673754348,0.929292929292929,161.428067913174
"{Four to Score,High Five,Two for the Dough} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00244965949732987,0.961538461538462,160.868537200504
"{Four to Score,Hard Eight : A Stephanie Plum Novel} => {High Five}",0.00205771397775709,0.857142857142857,160.505897771953
"{High Five,Seven Up,Two for the Dough} => {Four to Score}",0.00208221057273039,0.923913043478261,160.493524514339
"{High Five,One for the Money,Seven Up} => {Four to Score}",0.00200872078781049,0.921348314606742,160.048003825006
"{Four to Score,Seven Up,Two for the Dough} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00213120376267699,0.956043956043956,159.949288416502
"{High Five,Three To Get Deadly : A Stephanie Plum Novel,Two for the Dough} => {Four to Score}",0.00244965949732987,0.917431192660551,159.367558071443
"{High Five,Hot Six : A Stephanie Plum Novel,Three To Get Deadly : A Stephanie Plum Novel} => {Four to Score}",0.00215570035765029,0.916666666666667,159.23475177305
"{High Five,One for the Money,Three To Get Deadly : A Stephanie Plum Novel,Two for the Dough} => {Four to Score}",0.00208221057273039,0.913978494623656,158.767787691604
"{High Five,One for the Money,Two for the Dough} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00227818333251678,0.948979591836735,158.767397122784
"{High Five,Seven Up,Two for the Dough} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00213120376267699,0.945652173913043,158.210709194583
"{Hot Six : A Stephanie Plum Novel,Three To Get Deadly : A Stephanie Plum Novel} => {Four to Score}",0.00227818333251678,0.902912621359223,156.845527783516
"{Seven Up,Three To Get Deadly : A Stephanie Plum Novel} => {Four to Score}",0.00237616971240998,0.898148148148148,156.017888100867
"{High Five,One for the Money,Two for the Dough} => {Four to Score}",0.00215570035765029,0.897959183673469,155.985062961355
"{High Five,One for the Money,Three To Get Deadly : A Stephanie Plum Novel} => {Four to Score}",0.00230267992749008,0.895238095238095,155.512380952381
"{High Five,Hot Six : A Stephanie Plum Novel,One for the Money} => {Four to Score}",0.00200872078781049,0.891304347826087,154.829047178538
"{High Five,One for the Money,Seven Up} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00200872078781049,0.921348314606742,154.144593847854
"{Four to Score,High Five,Seven Up} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00225368673754348,0.910891089108911,152.395065736082
"{High Five,Three To Get Deadly : A Stephanie Plum Novel} => {Four to Score}",0.00286610161187595,0.873134328358209,151.672721498889
"{Four to Score,High Five,One for the Money} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00230267992749008,0.903846153846154,151.216424968474
"{Four to Score,One for the Money,Two for the Dough} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00225368673754348,0.901960784313726,150.900996464159
"{High Five,Two for the Dough} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00267012885208956,0.900826446280992,150.711217992142
"{High Five,Two for the Dough} => {Four to Score}",0.00254764587722307,0.859504132231405,149.305011429576
"{Four to Score,High Five,Hot Six : A Stephanie Plum Novel} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00215570035765029,0.888888888888889,148.714025500911
"{High Five,Seven Up} => {Four to Score}",0.00247415609230317,0.855932203389831,148.684529390552
"{Four to Score,Two for the Dough} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00269462544706286,0.887096774193548,148.414198836594
"{Four to Score,Seven Up} => {Three To Get Deadly : A Stephanie Plum Novel}",0.00237616971240998,0.873873873873874,146.201964259341
"{Four to Score,High Five,Seven Up,Three To Get Deadly : A Stephanie Plum Novel} => {Two for the Dough}",0.00205771397775709,0.91304347826087,132.64149775646
"{The Fellowship of the Ring,The Return of the King} => {The Two Towers}",0.00357650286610161,0.906832298136646,132.209671694765
"{Four to Score,High Five,One for the Money,Three To Get Deadly : A Stephanie Plum Novel} => {Two for the Dough}",0.00208221057273039,0.904255319148936,131.364806541985
"{Four to Score,Seven Up,Three To Get Deadly : A Stephanie Plum Novel} => {Two for the Dough}",0.00213120376267699,0.896907216494845,130.297318120116
"{High Five,One for the Money,Three To Get Deadly : A Stephanie Plum Novel} => {Two for the Dough}",0.00227818333251678,0.885714285714286,128.671276054906
"{High Five,Seven Up,Three To Get Deadly : A Stephanie Plum Novel} => {Two for the Dough}",0.00213120376267699,0.878787878787879,127.665049067184
"{Four to Score,One for the Money,Three To Get Deadly : A Stephanie Plum Novel} => {Two for the Dough}",0.00225368673754348,0.876190476190476,127.287713946789
"{Seven Up,Three To Get Deadly : A Stephanie Plum Novel} => {Two for the Dough}",0.00227818333251678,0.861111111111111,125.09707394227
"{Four to Score,High Five,Three To Get Deadly : A Stephanie Plum Novel} => {Two for the Dough}",0.00244965949732987,0.854700854700855,124.165830215652
"{Hard Eight : A Stephanie Plum Novel,Three To Get Deadly : A Stephanie Plum Novel} => {Two for the Dough}",0.00200872078781049,0.854166666666667,124.088226571767
"{Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Goblet of Fire}",0.00279261182695605,0.942148760330578,103.666837450714
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Goblet of Fire}",0.00269462544706286,0.94017094017094,103.449213260534
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Goblet of Fire}",0.00293959139679585,0.923076923076923,101.568318473979
"{Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Goblet of Fire}",0.00318455734652883,0.89041095890411,97.974005833918
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Order of the Phoenix,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Goblet of Fire}",0.00279261182695605,0.857142857142857,94.3134385829804
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Prisoner of Azkaban}",0.00269462544706286,0.964912280701754,91.8173639226271
"{Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Prisoner of Azkaban}",0.00279261182695605,0.95,90.3983682983683
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix} => {Harry Potter and the Prisoner of Azkaban}",0.00293959139679585,0.9375,89.2089160839161
"{High Five,Three To Get Deadly : A Stephanie Plum Novel,Two for the Dough} => {One for the Money}",0.00227818333251678,0.853211009174312,89.0787207583472
"{Four to Score,High Five,Three To Get Deadly : A Stephanie Plum Novel,Two for the Dough} => {One for the Money}",0.00208221057273039,0.85,88.7434782608696
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Prisoner of Azkaban}",0.00472784282984665,0.932367149758454,88.7204936770154
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire} => {Harry Potter and the Prisoner of Azkaban}",0.00538925089412572,0.897959183673469,85.4463631606489
"{Harry Potter and the Goblet of Fire,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Prisoner of Azkaban}",0.00489931899465974,0.892857142857143,84.9608724608725
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Order of the Phoenix,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Prisoner of Azkaban}",0.00286610161187595,0.879699248120301,83.7088174982912
"{Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Chamber of Secrets}",0.00286610161187595,0.966942148760331,72.8275136470373
"{Harry Potter and the Goblet of Fire,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Chamber of Secrets}",0.00472784282984665,0.965,72.6812361623616
"{Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Chamber of Secrets}",0.00269462544706286,0.964912280701754,72.6746293778727
"{Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Chamber of Secrets}",0.00279261182695605,0.95,71.5514760147602
"{Harry Potter and the Goblet of Fire,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Chamber of Secrets}",0.00507079515947283,0.924107142857143,69.6012948075909
"{Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Chamber of Secrets}",0.00293959139679585,0.923076923076923,69.5237013908601
"{Harry Potter and the Prisoner of Azkaban,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Chamber of Secrets}",0.00583018960364509,0.894736842105263,67.3892017867547
"{Harry Potter and the Order of the Phoenix,Harry Potter and the Sorcerer's Stone} => {Harry Potter and the Chamber of Secrets}",0.00325804713144873,0.89261744966443,67.2295747789693
"{Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Chamber of Secrets}",0.00318455734652883,0.89041095890411,67.0633877571652
"{Harry Potter and the Goblet of Fire,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Chamber of Secrets}",0.00538925089412572,0.883534136546185,66.5454437676907
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Sorcerer's Stone}",0.00269462544706286,0.916666666666667,48.7241753472222
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Sorcerer's Stone}",0.00286610161187595,0.9,47.83828125
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix} => {Harry Potter and the Sorcerer's Stone}",0.00279261182695605,0.890625,47.3399658203125
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Sorcerer's Stone}",0.00472784282984665,0.877272727272727,46.630243844697
"{Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban} => {Harry Potter and the Sorcerer's Stone}",0.00279261182695605,0.876923076923077,46.6116586538461
"{Harry Potter and the Chamber of Secrets,Harry Potter and the Order of the Phoenix} => {Harry Potter and the Sorcerer's Stone}",0.00325804713144873,0.863636363636364,45.9054214015152
